Age,Gender,Time_Spent,Product_Category,Purchased,Number_of_Items_Viewed,Device_Used
22,Female,17,Books,0,7,Desktop
23,Male,9,Books,1,17,Tablet
20,Female,29,Electronics,1,4,Tablet
44,Male,25,Books,1,6,Desktop
27,Male,40,Books,0,4,Desktop
45,Male,32,Books,0,18,Mobile
24,Female,12,Electronics,0,4,Desktop
44,Female,8,Electronics,1,2,Tablet
27,Male,49,Clothing,1,7,Desktop
23,Male,5,Clothing,1,1,Tablet
49,Female,12,Clothing,1,14,Tablet
28,Male,47,Electronics,0,14,Mobile
47,Female,12,Clothing,1,3,Desktop
29,Female,19,Electronics,1,15,Mobile
52,Male,36,Books,0,2,Desktop
26,Male,7,Clothing,1,5,Mobile
35,Female,7,Clothing,0,8,Tablet
64,Female,9,Electronics,0,14,Tablet
44,Male,16,Electronics,0,9,Mobile
39,Female,33,Clothing,1,3,Desktop
47,Female,13,Clothing,0,17,Tablet
48,Male,47,Electronics,0,11,Mobile
22,Female,5,Clothing,0,1,Tablet
53,Female,5,Clothing,1,2,Tablet
45,Male,38,Clothing,0,16,Desktop
22,Female,10,Clothing,1,1,Mobile
43,Female,25,Books,1,1,Tablet
51,Female,8,Electronics,1,12,Mobile
46,Female,10,Electronics,0,17,Desktop
23,Female,9,Clothing,0,1,Tablet
52,Male,14,Clothing,0,14,Mobile
60,Female,21,Clothing,0,1,Tablet
57,Female,40,Clothing,0,5,Desktop
58,Male,28,Electronics,0,4,Tablet
49,Male,45,Clothing,0,18,Mobile
56,Female,12,Books,0,17,Tablet
29,Male,47,Clothing,1,16,Mobile
28,Male,46,Electronics,0,19,Tablet
41,Female,22,Clothing,1,10,Desktop
62,Male,29,Clothing,0,14,Tablet
35,Male,32,Clothing,1,10,Desktop
50,Female,34,Clothing,0,11,Mobile
22,Female,33,Books,0,19,Desktop
27,Female,30,Clothing,1,11,Mobile
38,Female,43,Clothing,1,4,Desktop
63,Female,27,Electronics,1,6,Mobile
59,Female,10,Books,1,15,Desktop
45,Male,38,Electronics,0,19,Tablet
50,Female,8,Books,1,16,Desktop
29,Female,39,Electronics,0,8,Mobile
50,Female,40,Clothing,1,5,Desktop
22,Female,47,Books,1,12,Mobile
32,Female,47,Clothing,0,19,Desktop
34,Female,30,Electronics,1,6,Tablet
57,Male,30,Clothing,0,5,Mobile
63,Male,15,Clothing,0,3,Tablet
52,Male,44,Electronics,1,15,Mobile
25,Female,43,Books,0,11,Mobile
59,Male,45,Clothing,1,5,Desktop
58,Female,31,Electronics,1,16,Mobile
54,Female,36,Clothing,0,16,Desktop
28,Female,27,Electronics,0,15,Desktop
31,Female,8,Books,0,11,Mobile
53,Female,5,Clothing,1,5,Mobile
20,Male,29,Clothing,1,15,Desktop
41,Male,19,Electronics,1,8,Tablet
59,Female,46,Clothing,1,19,Mobile
51,Male,44,Electronics,0,2,Tablet
20,Male,18,Books,0,8,Mobile
44,Female,18,Clothing,0,18,Tablet
51,Female,6,Books,1,4,Tablet
36,Male,6,Clothing,0,9,Desktop
64,Male,30,Electronics,1,6,Mobile
40,Male,14,Electronics,0,18,Mobile
60,Male,28,Books,1,15,Tablet
20,Male,34,Electronics,1,17,Tablet
48,Male,13,Electronics,1,4,Tablet
52,Male,46,Clothing,0,10,Mobile
39,Female,37,Electronics,1,4,Mobile
36,Male,23,Electronics,0,17,Desktop
19,Male,13,Books,1,15,Mobile
40,Male,5,Clothing,0,13,Mobile
44,Male,38,Clothing,0,8,Tablet
58,Female,11,Books,0,9,Desktop
46,Male,10,Books,1,5,Tablet
23,Female,41,Clothing,1,8,Mobile
30,Male,8,Clothing,0,13,Mobile
43,Female,16,Books,1,9,Mobile
36,Female,32,Electronics,1,15,Desktop
21,Male,8,Clothing,1,1,Tablet
43,Male,39,Books,1,15,Mobile
56,Female,27,Books,1,16,Desktop
29,Female,7,Books,0,1,Mobile
23,Male,25,Books,1,18,Mobile
44,Female,28,Electronics,0,4,Mobile
42,Female,47,Electronics,1,8,Tablet
50,Female,48,Electronics,0,2,Desktop
55,Male,5,Clothing,1,13,Mobile
41,Female,15,Clothing,1,10,Mobile
25,Male,42,Books,0,19,Desktop
62,Male,27,Clothing,0,11,Mobile
56,Male,27,Books,1,5,Mobile
35,Male,47,Books,1,17,Desktop
36,Male,25,Books,0,5,Desktop
35,Male,8,Clothing,1,3,Tablet
64,Female,16,Books,1,7,Mobile
46,Female,18,Clothing,1,3,Desktop
32,Female,7,Clothing,0,10,Desktop
38,Female,5,Books,0,4,Tablet
28,Female,42,Electronics,1,2,Tablet
38,Male,29,Books,1,7,Tablet
41,Male,15,Clothing,0,12,Tablet
48,Female,19,Books,1,6,Tablet
36,Female,9,Clothing,0,7,Tablet
30,Male,6,Clothing,1,10,Desktop
25,Female,41,Electronics,1,15,Mobile
46,Male,15,Books,1,12,Desktop
19,Male,13,Clothing,1,9,Desktop
30,Female,31,Books,1,17,Desktop
40,Male,13,Clothing,0,14,Desktop
19,Female,35,Electronics,0,8,Tablet
54,Male,35,Clothing,0,2,Desktop
19,Female,7,Books,1,10,Mobile
52,Male,17,Books,0,4,Desktop
20,Male,10,Clothing,0,6,Tablet
48,Male,36,Books,1,4,Mobile
29,Female,16,Clothing,0,2,Mobile
39,Female,33,Books,0,15,Desktop
53,Female,14,Books,0,13,Mobile
52,Female,12,Electronics,1,5,Mobile
55,Female,49,Books,1,15,Desktop
44,Male,34,Electronics,0,12,Tablet
21,Female,43,Electronics,1,17,Tablet
49,Male,25,Electronics,1,13,Tablet
41,Male,33,Electronics,1,17,Tablet
42,Female,27,Clothing,1,16,Mobile
49,Female,42,Clothing,0,12,Desktop
62,Female,27,Books,1,7,Tablet
32,Female,15,Electronics,1,8,Mobile
34,Female,27,Books,0,17,Tablet
45,Female,26,Electronics,0,12,Desktop
57,Male,7,Electronics,1,18,Mobile
35,Female,9,Electronics,1,11,Mobile
47,Female,40,Electronics,1,12,Mobile
49,Female,49,Electronics,1,6,Desktop
37,Male,24,Clothing,0,5,Desktop
32,Female,48,Clothing,1,10,Mobile
22,Male,38,Electronics,0,16,Mobile
30,Female,29,Books,0,3,Tablet
62,Male,17,Clothing,0,8,Mobile
53,Male,37,Electronics,1,4,Mobile
49,Female,18,Clothing,0,16,Desktop
57,Female,36,Books,0,13,Mobile
60,Female,20,Clothing,1,9,Desktop
58,Female,32,Electronics,0,15,Mobile
21,Female,12,Electronics,1,5,Desktop
21,Male,7,Books,1,3,Mobile
55,Female,27,Electronics,0,7,Tablet
41,Male,42,Books,0,10,Tablet
64,Female,49,Clothing,1,13,Tablet
19,Male,10,Electronics,1,6,Tablet
38,Male,25,Electronics,0,19,Mobile
63,Female,48,Books,1,12,Tablet
57,Male,33,Clothing,1,9,Tablet
43,Male,23,Clothing,0,2,Mobile
61,Female,13,Electronics,0,12,Mobile
59,Male,43,Clothing,0,14,Mobile
39,Male,18,Clothing,1,16,Mobile
44,Male,33,Books,1,13,Tablet
28,Female,32,Electronics,0,11,Mobile
26,Male,29,Clothing,0,9,Tablet
24,Male,26,Electronics,1,2,Mobile
56,Male,35,Books,1,1,Tablet
53,Male,27,Electronics,1,5,Desktop
20,Female,37,Clothing,0,12,Tablet
24,Female,7,Electronics,0,7,Tablet
54,Male,41,Clothing,1,10,Tablet
46,Male,34,Clothing,0,14,Tablet
50,Female,19,Electronics,0,18,Mobile
18,Female,34,Electronics,0,5,Tablet
31,Male,10,Books,1,6,Mobile
44,Female,11,Books,0,15,Mobile
19,Female,16,Clothing,1,13,Mobile
32,Male,42,Electronics,0,10,Mobile
48,Male,15,Electronics,0,15,Mobile
29,Male,47,Electronics,1,18,Tablet
32,Female,15,Books,0,15,Tablet
50,Female,39,Clothing,1,15,Desktop
41,Female,39,Clothing,1,6,Tablet
41,Male,36,Clothing,1,2,Tablet
35,Male,28,Electronics,1,4,Tablet
30,Female,23,Clothing,0,19,Tablet
35,Male,41,Books,1,6,Desktop
25,Female,29,Electronics,0,4,Desktop
51,Female,27,Clothing,0,6,Desktop
56,Male,22,Clothing,1,9,Tablet
46,Female,9,Electronics,1,19,Desktop
40,Female,31,Clothing,0,19,Mobile
63,Female,6,Books,1,5,Desktop
50,Female,34,Clothing,0,6,Mobile
29,Female,34,Books,0,8,Desktop
57,Female,49,Electronics,0,13,Desktop
26,Female,34,Electronics,0,2,Mobile
64,Male,38,Clothing,0,6,Tablet
49,Male,44,Electronics,1,3,Tablet
57,Female,34,Books,0,12,Mobile
49,Female,27,Books,0,4,Mobile
19,Female,6,Books,0,10,Desktop
19,Male,45,Books,0,15,Desktop
46,Female,23,Electronics,0,7,Desktop
43,Male,37,Electronics,0,17,Desktop
27,Female,21,Clothing,1,8,Mobile
27,Female,40,Books,1,8,Tablet
26,Male,17,Electronics,1,9,Desktop
22,Female,34,Books,1,7,Desktop
21,Male,30,Clothing,1,5,Mobile
54,Female,24,Books,1,1,Mobile
22,Female,10,Clothing,1,17,Tablet
54,Male,38,Clothing,1,13,Desktop
55,Male,15,Books,1,14,Tablet
19,Female,30,Books,1,5,Mobile
25,Male,49,Electronics,1,11,Desktop
48,Male,42,Books,1,8,Desktop
18,Male,12,Clothing,0,19,Mobile
33,Male,23,Books,1,10,Mobile
34,Male,20,Books,0,13,Tablet
43,Male,6,Electronics,0,5,Desktop
33,Female,36,Electronics,0,1,Desktop
59,Male,5,Clothing,1,3,Mobile
56,Male,23,Books,1,10,Mobile
58,Female,28,Books,0,14,Tablet
26,Male,21,Electronics,1,14,Desktop
18,Male,19,Clothing,0,6,Tablet
19,Female,35,Clothing,0,13,Desktop
32,Female,5,Books,0,16,Tablet
50,Female,38,Books,1,9,Desktop
35,Female,36,Books,0,10,Desktop
46,Female,43,Electronics,1,18,Desktop
29,Male,22,Books,0,17,Mobile
61,Female,22,Clothing,1,9,Mobile
54,Female,39,Electronics,0,2,Desktop
25,Male,5,Electronics,1,3,Desktop
38,Female,40,Clothing,1,11,Tablet
30,Male,38,Books,1,6,Tablet
42,Female,37,Books,0,17,Tablet
43,Male,17,Clothing,1,1,Tablet
28,Male,18,Books,0,1,Tablet
28,Male,43,Electronics,0,8,Tablet
51,Male,29,Books,1,14,Mobile
24,Male,13,Books,1,9,Mobile
42,Female,8,Books,1,13,Tablet
33,Female,38,Clothing,0,12,Mobile
63,Male,13,Clothing,0,1,Mobile
41,Female,27,Clothing,0,15,Mobile
56,Female,19,Clothing,1,13,Mobile
35,Female,42,Clothing,1,9,Tablet
27,Male,49,Books,0,18,Mobile
46,Male,17,Electronics,0,8,Tablet
33,Male,14,Books,0,13,Mobile
60,Female,38,Books,0,9,Tablet
46,Female,6,Books,1,11,Tablet
26,Female,30,Clothing,1,18,Mobile
29,Female,25,Books,1,10,Desktop
44,Female,31,Electronics,0,1,Tablet
63,Female,23,Clothing,1,10,Tablet
38,Female,22,Books,1,1,Mobile
20,Male,21,Clothing,0,9,Tablet
30,Female,12,Clothing,1,6,Desktop
29,Female,15,Clothing,1,14,Desktop
54,Male,30,Electronics,0,2,Tablet
38,Male,47,Electronics,1,4,Mobile
61,Female,36,Clothing,1,16,Desktop
54,Female,20,Electronics,1,8,Desktop
21,Female,47,Books,1,12,Mobile
32,Female,12,Clothing,1,2,Mobile
47,Female,8,Books,1,16,Desktop
38,Male,39,Clothing,0,7,Tablet
59,Female,5,Books,1,1,Desktop
35,Male,8,Books,1,5,Mobile
58,Female,27,Electronics,1,5,Desktop
45,Male,12,Clothing,1,17,Mobile
39,Female,10,Clothing,0,14,Mobile
49,Male,10,Books,1,2,Tablet
54,Female,8,Books,1,19,Desktop
27,Female,7,Electronics,0,1,Tablet
60,Female,39,Electronics,1,5,Desktop
38,Female,45,Electronics,1,16,Desktop
44,Male,19,Clothing,1,15,Mobile
21,Male,43,Books,0,19,Mobile
60,Female,15,Books,1,13,Tablet
52,Female,15,Clothing,1,16,Desktop
27,Female,7,Electronics,1,10,Desktop
60,Female,12,Books,0,18,Tablet
50,Male,26,Books,1,12,Tablet
58,Male,31,Clothing,0,7,Mobile
20,Female,28,Electronics,0,11,Tablet
32,Female,32,Books,0,2,Mobile
33,Female,6,Electronics,0,9,Desktop
34,Female,39,Electronics,0,2,Desktop
25,Female,16,Clothing,0,14,Desktop
22,Male,18,Electronics,1,14,Desktop
44,Female,24,Books,0,15,Desktop
41,Female,46,Electronics,0,12,Tablet
52,Male,34,Books,1,6,Desktop
29,Male,24,Clothing,0,17,Desktop
56,Female,13,Clothing,1,2,Tablet
31,Male,9,Electronics,1,7,Desktop
20,Female,32,Electronics,0,15,Desktop
27,Female,35,Clothing,0,1,Mobile
56,Female,42,Clothing,0,1,Desktop
49,Female,49,Books,1,11,Mobile
57,Male,5,Clothing,1,12,Desktop
23,Female,17,Electronics,1,10,Desktop
48,Male,13,Clothing,1,7,Mobile
35,Male,10,Books,0,16,Desktop
36,Male,19,Electronics,0,11,Desktop
53,Male,23,Electronics,0,3,Tablet
47,Male,10,Electronics,1,3,Mobile
28,Female,33,Clothing,0,2,Desktop
53,Male,32,Clothing,0,8,Desktop
27,Male,44,Electronics,0,2,Tablet
59,Female,36,Clothing,0,4,Tablet
29,Female,45,Clothing,0,10,Tablet
45,Male,10,Electronics,0,18,Tablet
45,Male,44,Books,1,3,Mobile
51,Male,21,Books,1,12,Tablet
44,Male,33,Books,0,13,Tablet
62,Male,16,Clothing,0,18,Tablet
44,Male,23,Clothing,0,2,Tablet
59,Male,31,Clothing,1,18,Mobile
36,Female,40,Books,0,10,Desktop
31,Male,42,Electronics,1,18,Mobile
18,Female,17,Clothing,0,8,Mobile
63,Female,33,Electronics,0,11,Desktop
42,Male,6,Clothing,1,19,Desktop
39,Male,35,Electronics,0,16,Tablet
23,Male,21,Clothing,1,8,Tablet
48,Female,12,Clothing,0,3,Desktop
29,Male,20,Clothing,1,3,Mobile
55,Male,44,Electronics,0,14,Tablet
56,Female,22,Books,1,1,Desktop
44,Male,14,Electronics,1,6,Desktop
52,Male,25,Clothing,0,18,Mobile
32,Female,33,Books,0,1,Desktop
40,Male,47,Books,0,18,Tablet
39,Female,16,Clothing,0,17,Mobile
46,Male,22,Books,0,10,Tablet
50,Male,18,Books,1,3,Mobile
56,Male,47,Clothing,1,17,Tablet
27,Male,7,Books,1,10,Mobile
59,Male,27,Electronics,0,10,Mobile
55,Male,49,Books,1,13,Desktop
39,Male,36,Clothing,0,1,Desktop
25,Male,18,Electronics,0,13,Mobile
26,Male,31,Books,0,7,Tablet
54,Female,5,Electronics,0,4,Tablet
30,Male,27,Clothing,0,10,Tablet
37,Female,46,Electronics,0,17,Desktop
53,Male,9,Clothing,0,1,Tablet
63,Male,41,Electronics,0,9,Desktop
46,Male,35,Electronics,0,4,Mobile
33,Male,49,Electronics,1,12,Mobile
41,Male,17,Electronics,1,16,Mobile
62,Male,36,Books,1,10,Tablet
35,Female,28,Books,0,11,Tablet
19,Female,17,Clothing,0,6,Desktop
31,Male,20,Electronics,0,6,Mobile
54,Female,37,Books,1,6,Tablet
40,Male,26,Electronics,1,12,Desktop
63,Female,16,Clothing,0,6,Tablet
62,Female,24,Books,0,15,Desktop
56,Female,34,Clothing,0,15,Desktop
59,Male,6,Electronics,1,16,Tablet
56,Male,37,Books,0,8,Tablet
45,Female,15,Electronics,0,12,Desktop
60,Male,6,Electronics,0,12,Desktop
64,Male,28,Clothing,1,6,Tablet
18,Male,26,Clothing,1,9,Desktop
28,Female,29,Books,1,9,Tablet
43,Female,41,Electronics,0,19,Desktop
36,Male,33,Books,0,16,Tablet
33,Female,5,Clothing,1,18,Tablet
58,Male,11,Clothing,1,2,Desktop
58,Male,39,Electronics,0,6,Tablet
22,Male,28,Electronics,0,4,Tablet
21,Female,35,Electronics,0,11,Tablet
49,Female,17,Books,0,2,Mobile
18,Female,16,Clothing,1,13,Tablet
53,Male,25,Electronics,1,8,Desktop
48,Female,20,Clothing,0,3,Mobile
26,Female,35,Clothing,1,7,Tablet
25,Male,23,Books,0,5,Desktop
42,Female,32,Electronics,1,11,Tablet
36,Female,15,Electronics,0,2,Desktop
61,Female,26,Clothing,1,9,Mobile
48,Female,31,Clothing,0,15,Desktop
50,Male,9,Clothing,1,4,Mobile
21,Female,36,Clothing,1,11,Mobile
62,Female,19,Books,1,18,Tablet
33,Female,9,Clothing,0,12,Mobile
23,Female,39,Books,0,5,Tablet
54,Male,10,Electronics,1,18,Desktop
35,Male,48,Clothing,1,7,Tablet
39,Female,39,Clothing,1,14,Tablet
24,Female,19,Electronics,0,4,Tablet
61,Male,13,Clothing,1,19,Mobile
46,Male,24,Clothing,1,16,Mobile
52,Male,49,Books,1,5,Tablet
37,Female,25,Electronics,0,5,Desktop
24,Male,37,Clothing,0,11,Mobile
59,Female,24,Electronics,1,5,Desktop
23,Male,38,Books,0,1,Mobile
30,Female,25,Clothing,1,17,Desktop
46,Female,32,Electronics,0,12,Desktop
57,Male,8,Books,0,14,Desktop
35,Female,47,Books,1,5,Mobile
43,Female,19,Books,0,11,Tablet
29,Female,21,Electronics,0,8,Tablet
18,Female,8,Electronics,0,5,Tablet
40,Male,20,Electronics,0,6,Desktop
39,Female,47,Electronics,1,17,Tablet
18,Female,41,Clothing,1,6,Desktop
32,Male,31,Electronics,0,19,Tablet
36,Female,35,Clothing,0,8,Mobile
49,Male,38,Electronics,1,17,Tablet
18,Male,29,Clothing,0,2,Mobile
19,Female,16,Clothing,1,6,Mobile
51,Male,21,Books,1,11,Tablet
62,Male,24,Clothing,0,19,Mobile
47,Female,18,Clothing,0,14,Desktop
55,Male,44,Electronics,1,16,Mobile
19,Female,35,Clothing,0,6,Mobile
32,Female,37,Books,1,19,Desktop
38,Male,11,Clothing,1,11,Desktop
43,Female,15,Clothing,1,4,Mobile
59,Male,47,Books,1,14,Desktop
40,Female,35,Electronics,0,6,Mobile
28,Male,26,Books,1,4,Mobile
28,Female,11,Books,1,1,Desktop
54,Male,16,Books,1,2,Tablet
56,Male,40,Electronics,0,4,Mobile
62,Female,26,Electronics,0,13,Tablet
26,Male,33,Books,0,6,Mobile
41,Female,34,Clothing,0,17,Mobile
43,Female,17,Clothing,0,6,Tablet
37,Female,20,Books,1,18,Mobile
63,Female,13,Books,0,15,Mobile
39,Female,10,Books,1,19,Tablet
39,Male,31,Clothing,1,10,Tablet
33,Male,18,Clothing,1,3,Mobile
64,Male,43,Clothing,0,14,Tablet
57,Male,22,Books,1,13,Mobile
39,Male,40,Electronics,0,6,Desktop
43,Male,37,Books,1,2,Mobile
29,Male,22,Books,0,8,Desktop
31,Male,9,Clothing,0,8,Tablet
40,Male,13,Books,0,2,Desktop
33,Male,9,Books,1,19,Mobile
30,Male,39,Electronics,0,1,Desktop
28,Female,36,Clothing,1,8,Tablet
62,Male,48,Clothing,1,2,Desktop
47,Male,42,Electronics,1,8,Mobile
58,Female,41,Books,0,18,Desktop
18,Female,24,Clothing,1,5,Desktop
31,Female,22,Clothing,1,14,Tablet
54,Male,29,Electronics,1,5,Desktop
22,Female,42,Electronics,1,11,Desktop
42,Male,38,Electronics,1,13,Mobile
52,Female,42,Books,1,17,Mobile
35,Male,17,Electronics,1,4,Tablet
35,Female,33,Books,1,9,Tablet
58,Male,28,Electronics,1,5,Tablet
47,Male,30,Clothing,1,1,Mobile
21,Female,19,Clothing,0,13,Tablet
29,Male,15,Clothing,0,8,Mobile
31,Female,39,Books,1,19,Mobile
33,Male,40,Books,1,1,Desktop
29,Female,13,Books,1,19,Mobile
50,Male,21,Clothing,0,8,Tablet
19,Female,26,Clothing,0,18,Desktop
23,Female,33,Books,0,18,Mobile
28,Male,31,Electronics,1,9,Desktop
56,Female,47,Electronics,0,19,Tablet
34,Female,41,Electronics,0,16,Mobile
59,Male,33,Clothing,0,2,Desktop
53,Male,47,Books,0,14,Mobile
27,Male,34,Clothing,1,3,Mobile
50,Female,8,Clothing,1,12,Mobile
31,Male,13,Books,0,1,Mobile
45,Female,42,Clothing,1,16,Mobile
43,Female,32,Books,0,2,Desktop
37,Male,36,Clothing,0,13,Desktop
59,Female,6,Electronics,0,10,Desktop
27,Male,9,Books,1,10,Mobile
57,Male,16,Clothing,1,16,Desktop
50,Male,27,Clothing,1,15,Desktop
50,Male,47,Electronics,0,19,Mobile
30,Female,42,Electronics,0,8,Desktop
46,Female,35,Electronics,1,14,Tablet
41,Female,17,Clothing,1,12,Tablet
64,Male,37,Clothing,0,1,Mobile
21,Female,22,Electronics,0,10,Desktop
55,Female,14,Electronics,0,15,Tablet
28,Male,20,Clothing,1,7,Mobile
51,Male,22,Books,0,4,Mobile
38,Male,15,Electronics,0,14,Mobile
37,Male,37,Books,1,10,Desktop
34,Female,35,Books,1,15,Tablet
20,Female,34,Books,1,5,Desktop
29,Male,48,Clothing,0,2,Mobile
49,Female,34,Clothing,1,18,Desktop
62,Female,42,Clothing,1,4,Mobile
50,Female,12,Electronics,1,14,Desktop
28,Female,26,Books,0,15,Tablet
52,Female,6,Books,0,2,Mobile
45,Male,14,Clothing,1,11,Desktop
64,Female,11,Books,0,9,Tablet
34,Female,48,Books,1,15,Tablet
38,Female,12,Books,0,18,Mobile
60,Male,37,Books,1,5,Tablet
19,Male,27,Electronics,1,3,Tablet
64,Female,18,Electronics,0,8,Tablet
58,Female,29,Books,0,13,Desktop
54,Male,21,Clothing,0,3,Mobile
26,Female,30,Clothing,1,3,Tablet
50,Male,33,Electronics,0,17,Tablet
64,Male,44,Electronics,1,13,Tablet
48,Male,24,Books,0,12,Mobile
27,Male,43,Electronics,0,13,Desktop
40,Female,32,Electronics,0,2,Tablet
19,Female,19,Books,1,7,Tablet
35,Male,5,Electronics,0,1,Tablet
43,Male,28,Books,1,5,Tablet
31,Female,9,Clothing,1,19,Tablet
45,Female,44,Books,0,14,Desktop
48,Female,17,Clothing,0,8,Desktop
59,Female,21,Books,1,11,Mobile
25,Male,34,Clothing,0,11,Tablet
26,Female,27,Clothing,1,12,Tablet
36,Male,20,Electronics,1,15,Mobile
63,Female,48,Electronics,1,11,Mobile
58,Male,43,Electronics,1,10,Tablet
58,Female,10,Clothing,1,5,Mobile
49,Female,12,Electronics,1,2,Mobile
51,Male,49,Electronics,0,8,Desktop
18,Female,10,Electronics,0,5,Tablet
64,Male,12,Electronics,1,9,Tablet
52,Male,18,Clothing,1,3,Desktop
62,Female,32,Electronics,1,18,Desktop
60,Male,44,Electronics,0,3,Mobile
33,Male,36,Electronics,1,8,Mobile
48,Female,34,Books,0,11,Mobile
56,Female,43,Electronics,0,13,Desktop
19,Female,35,Clothing,1,6,Mobile
36,Male,5,Clothing,1,3,Desktop
20,Male,35,Clothing,0,4,Mobile
57,Male,7,Books,0,4,Desktop
26,Female,13,Books,1,4,Desktop
63,Male,19,Electronics,0,16,Tablet
47,Male,42,Books,0,19,Tablet
49,Male,16,Clothing,1,12,Mobile
48,Female,47,Clothing,0,3,Tablet
45,Male,37,Electronics,1,16,Tablet
28,Female,39,Clothing,0,4,Tablet
43,Male,22,Clothing,0,16,Desktop
36,Female,25,Books,0,3,Desktop
30,Female,5,Electronics,0,4,Desktop
63,Male,33,Books,1,19,Tablet
42,Female,11,Clothing,0,17,Desktop
54,Male,44,Books,0,12,Desktop
40,Female,13,Books,1,2,Tablet
27,Female,37,Clothing,1,7,Mobile
29,Female,30,Clothing,0,17,Tablet
27,Female,11,Electronics,0,13,Mobile
62,Male,8,Electronics,0,6,Desktop
62,Male,11,Electronics,1,7,Tablet
59,Male,7,Electronics,0,12,Tablet
22,Male,9,Electronics,1,12,Desktop
21,Female,7,Clothing,1,3,Mobile
20,Male,6,Electronics,0,19,Desktop
41,Female,9,Electronics,0,4,Desktop
21,Male,27,Electronics,0,5,Tablet
42,Male,35,Books,1,8,Desktop
30,Male,18,Electronics,1,16,Tablet
27,Male,33,Books,1,14,Mobile
26,Female,36,Books,1,13,Mobile
22,Male,43,Books,0,11,Tablet
42,Male,10,Books,1,13,Desktop
21,Female,33,Clothing,1,1,Tablet
54,Female,22,Electronics,1,4,Desktop
49,Male,17,Clothing,1,14,Desktop
54,Male,13,Clothing,1,18,Mobile
24,Female,42,Books,1,14,Desktop
42,Female,48,Books,0,14,Tablet
57,Male,32,Clothing,0,4,Tablet
41,Female,30,Electronics,0,17,Desktop
40,Female,13,Clothing,1,5,Desktop
42,Female,19,Electronics,1,7,Tablet
48,Female,10,Books,0,6,Tablet
63,Female,47,Clothing,0,15,Desktop
44,Female,24,Clothing,1,7,Tablet
28,Female,17,Books,0,13,Desktop
22,Male,38,Clothing,1,11,Desktop
29,Female,18,Books,0,12,Desktop
59,Female,34,Electronics,1,18,Mobile
46,Male,44,Electronics,0,15,Desktop
39,Female,30,Books,0,2,Tablet
38,Male,12,Clothing,1,14,Desktop
58,Male,12,Electronics,0,5,Mobile
40,Female,12,Electronics,1,14,Desktop
35,Male,17,Electronics,1,3,Tablet
59,Female,34,Clothing,1,4,Tablet
42,Female,23,Books,0,2,Desktop
23,Female,14,Clothing,1,17,Tablet
30,Male,32,Books,0,6,Tablet
54,Female,7,Electronics,0,7,Desktop
33,Male,40,Clothing,1,7,Mobile
51,Male,26,Books,1,5,Tablet
22,Male,25,Books,0,2,Desktop
19,Male,35,Electronics,1,17,Desktop
21,Male,14,Electronics,0,12,Mobile
27,Male,47,Clothing,1,5,Desktop
24,Male,45,Electronics,1,14,Desktop
48,Male,15,Clothing,0,15,Desktop
32,Male,32,Electronics,1,2,Desktop
34,Female,11,Clothing,0,4,Mobile
22,Female,32,Electronics,0,17,Desktop
40,Male,17,Clothing,0,17,Desktop
64,Male,33,Electronics,1,18,Mobile
54,Female,25,Clothing,0,9,Tablet
53,Male,41,Books,1,11,Mobile
61,Female,7,Books,0,13,Tablet
47,Male,42,Clothing,1,11,Tablet
41,Female,33,Electronics,0,1,Mobile
53,Male,39,Books,1,6,Desktop
48,Male,5,Clothing,1,2,Mobile
18,Male,26,Books,0,3,Tablet
37,Female,20,Books,0,12,Tablet
44,Male,23,Books,1,7,Mobile
47,Male,42,Books,0,4,Mobile
43,Male,33,Books,0,10,Mobile
64,Female,40,Books,0,1,Mobile
41,Male,38,Books,1,19,Mobile
30,Male,40,Clothing,0,8,Tablet
54,Female,34,Clothing,0,1,Desktop
41,Female,23,Books,0,13,Mobile
31,Female,9,Electronics,0,13,Tablet
55,Male,41,Electronics,1,1,Mobile
46,Female,5,Clothing,1,19,Desktop
18,Female,49,Clothing,1,9,Mobile
26,Male,5,Electronics,0,13,Mobile
53,Male,41,Clothing,1,8,Tablet
56,Female,22,Books,1,12,Mobile
54,Male,8,Books,1,15,Tablet
21,Female,37,Electronics,0,3,Desktop
47,Male,44,Books,0,7,Desktop
39,Male,21,Books,0,11,Desktop
26,Female,18,Electronics,1,15,Desktop
42,Male,17,Clothing,1,3,Desktop
46,Female,49,Books,1,12,Desktop
34,Male,45,Books,1,9,Tablet
51,Male,49,Electronics,0,2,Tablet
26,Female,23,Clothing,1,15,Tablet
26,Male,10,Clothing,1,18,Desktop
33,Male,6,Books,1,9,Desktop
58,Male,19,Clothing,1,12,Mobile
33,Female,21,Clothing,1,19,Desktop
55,Female,49,Electronics,1,14,Tablet
60,Male,12,Books,0,10,Tablet
36,Male,20,Clothing,0,19,Tablet
40,Female,36,Clothing,1,18,Desktop
44,Male,36,Electronics,0,9,Desktop
46,Female,28,Books,1,13,Mobile
36,Male,34,Clothing,1,6,Desktop
47,Female,46,Books,0,2,Tablet
55,Female,29,Clothing,0,10,Mobile
60,Female,36,Electronics,1,18,Desktop
62,Male,7,Electronics,0,6,Mobile
33,Male,42,Books,0,16,Mobile
28,Male,26,Books,0,2,Mobile
53,Male,44,Books,1,14,Tablet
28,Male,44,Clothing,0,6,Tablet
42,Female,7,Electronics,1,10,Mobile
61,Female,7,Electronics,0,3,Tablet
56,Male,25,Clothing,1,3,Desktop
