Region,Sector,Year,Employment,Investment,Growth Rate (%),Exports,Environmental Impact,Revenue
Visakhapatnam,Technology,2015,9608,132,-4.977956827,14,High,628.429097
Kakinada,Agriculture,2016,4728,899,-1.056300174,61,Low,696.5038614361572
Kakinada,Manufacturing,2014,20318,172,0.8669256002971011,467,High,731.4911120325111
Vijayawada,Manufacturing,2019,4316,821,2.5586522078774445,219,Medium,497.00653462667384
Visakhapatnam,Agriculture,2016,45510,604,-2.797419756,430,High,866.1035846754471
Visakhapatnam,Technology,2014,,411,19.254535332572384,69,High,947.1361402168725
Guntur,Agriculture,2021,41316,970,6.517823276205089,15,Medium,774.2228857791894
Vijayawada,Manufacturing,2020,34757,642,17.22041151327078,434,High,821.5550419151984
Visakhapatnam,Manufacturing,2017,24419,458,-3.998100079,239,Medium,655.6887016385037
Nellore,Energy,2014,34375,786,10.947935072786624,33,Low,534.0507696721029
Kakinada,Energy,2014,36306,537,13.168215605272138,47,Low,468.71331780031136
Nellore,Energy,2018,25121,308,11.469412819949671,113,Low,412.3257915
Nellore,Agriculture,2018,15540,636,12.419411369098576,226,High,791.9874563074669
Kakinada,Agriculture,2023,11013,999,14.25267898816633,340,Medium,1140.3842630917816
Vijayawada,Energy,2017,30801,669,1.4034443223997766,276,Medium,274.3890425168545
Nellore,Technology,2020,18018,586,4.741541232633438,115,Medium,741.7854316
Kakinada,Technology,2020,9606,,9.632101142077234,44,High,397.84880143628766
Vijayawada,Agriculture,2018,,191,6.879991745948345,149,Medium,138.14078423476133
Guntur,Healthcare,2020,19526,267,-1.108699729,61,Medium,540.0397717247475
Guntur,Agriculture,2022,38630,843,9.570861584296566,363,High,875.6823632
Vijayawada,Technology,2022,40630,616,3.977131764800566,414,Medium,885.4991316711715
Visakhapatnam,Technology,2015,6680,651,25.950494234085802,31,Low,607.2344293659746
Kakinada,Energy,2019,45504,390,15.079653953400804,168,High,1029.810650418263
Nellore,Energy,2019,18999,195,12.151009137823955,236,Medium,302.6944678187567
Nellore,Agriculture,2021,32004,71,13.39791077221767,470,Medium,382.5125166482745
Guntur,Healthcare,2019,46031,433,8.715946318437346,183,High,530.7400475588337
Vijayawada,Agriculture,2014,46431,294,43.038711564390454,213,Low,132.63345299982697
Kakinada,Healthcare,2022,42571,88,7.911846702517622,371,Medium,667.9624250982155
Vijayawada,Energy,2018,47009,456,14.124142296593082,488,High,819.4060888724645
Kakinada,Agriculture,2021,18151,621,0.063831829,491,High,200.39639565895143
Guntur,Agriculture,2016,40414,238,11.49752225957904,367,High,439.3641029777981
Vijayawada,Manufacturing,2021,12630,141,6.179284465012385,382,High,539.7127910956675
Nellore,Healthcare,2020,35951,117,9.004517404,335,Low,217.5352853628803
Nellore,Manufacturing,2023,39032,327,-0.997461107,271,Medium,589.7383022
Nellore,Healthcare,2014,23305,478,10.600450528887247,32,High,522.6701535280811
Nellore,Technology,2019,19645,521,71.80185405696787,94,Low,196.52191490920063
Vijayawada,Energy,2020,31846,482,3.689410031886416,404,Low,739.7829563536925
Visakhapatnam,Technology,2014,11160,273,15.665466762761078,32,Low,620.7667242623378
Visakhapatnam,Healthcare,2023,29424,164,15.679942461626428,269,Low,672.7151056370674
Kakinada,Energy,2016,4692,299,13.812883086483865,426,High,391.30052042858676
Kakinada,Agriculture,2020,20990,575,13.637487850363183,18,Medium,430.4155551395883
Nellore,Energy,2017,8865,531,3.8015292391338367,499,High,1015.1861202598006
Guntur,Manufacturing,2016,12442,916,3.238691953635591,393,Low,849.6664183
Nellore,Healthcare,2014,7244,519,13.894387297179918,342,Low,852.1118700723638
Guntur,Manufacturing,2023,26328,466,3.6143202425613996,411,Low,888.8427323303362
Guntur,Manufacturing,2016,29299,64,15.614528074131872,490,Low,683.9932979674444
Kakinada,Agriculture,2022,36864,903,14.589300044300487,491,Medium,463.7413794000334
Nellore,Technology,2019,47369,565,2.896810588062852,316,Medium,897.3669798225551
Nellore,Energy,2021,5518,446,0.37261237344851494,28,High,326.66185118558036
Kakinada,Energy,2020,20533,376,0.7426646635313414,375,Medium,606.7924191348778
Nellore,Energy,2014,48634,187,-2.332945147,442,Low,131.63739257503096
Guntur,Technology,2017,32656,609,4.219222008353443,376,Low,811.6950620308725
Nellore,Technology,2020,,283,1.2930869564978256,119,High,981.6594360868888
Guntur,Technology,2019,28278,307,12.513663972455127,159,High,240.41694839543723
Kakinada,Agriculture,2023,49134,201,-6.244401848,362,Low,760.4487522861889
Guntur,Energy,2015,3473,111,-1.347956664,372,Low,715.5037681029551
Kakinada,Healthcare,2022,13660,906,-1.347560389,259,Low,125.79110287864299
Visakhapatnam,Agriculture,2023,27176,50,11.86001798390705,259,Medium,842.9300089919535
Guntur,Technology,2020,46190,517,0.085553894,124,Medium,577.4423136
Vijayawada,Agriculture,2019,25770,942,2.851776096817961,372,Medium,275.86373083202517
Nellore,Healthcare,2017,6649,732,2.930981220850547,213,Medium,263.4547825
Guntur,Manufacturing,2018,20329,236,3.6148202558291835,42,High,197.53097580375686
Guntur,Healthcare,2017,10507,403,3.046503295585941,232,Medium,150.27740828121134
Vijayawada,Energy,2019,29936,701,5.305332850921786,334,High,577.1903832849617
Vijayawada,Technology,2016,40227,349,0.056640009,308,High,505.1976736331459
Kakinada,Energy,2017,8357,555,19.829269228156114,157,Low,802.0524442162664
Vijayawada,Energy,2021,37950,943,5.454780294638709,261,Medium,974.4385782
Kakinada,Healthcare,2019,38787,455,7.653656309502233,257,High,579.8241362082351
Kakinada,Energy,2018,26748,821,7.945943485066625,358,High,770.2361960123969
Guntur,Energy,2018,26577,951,-4.842884583,212,Low,516.9441676111509
Nellore,Agriculture,2019,12770,787,14.728290157740759,69,Medium,900.9116435414197
Kakinada,Manufacturing,2016,44561,745,6.645549732442451,160,Low,689.5093455066963
Guntur,Agriculture,2020,,388,-4.903800476,37,Low,922.9732541543927
Kakinada,Technology,2019,15232,912,5.8307855273761025,441,Low,630.176764
Guntur,Healthcare,2014,38698,659,9.338675550268565,451,Low,891.5418718762699
Visakhapatnam,Manufacturing,2014,40735,867,-2.302452013,268,Medium,655.0377410476319
Nellore,Energy,2020,14196,989,11.951819539042791,444,Medium,671.2034952411332
Nellore,Healthcare,2016,44791,771,13.160367157651635,209,High,776.4664307854941
Kakinada,Energy,2022,7600,768,17.119109850935605,446,Low,961.4747636551855
Visakhapatnam,Manufacturing,2016,12509,885,-3.464012233,372,Low,498.3434917393026
Vijayawada,Healthcare,2014,45881,402,11.273591354224727,33,Medium,792.3198372439834
Guntur,Healthcare,2019,4349,825,5.127102918,87,High,209.29859907406512
Kakinada,Manufacturing,2019,19655,650,13.226760394049915,50,Medium,372.9739425613244
Visakhapatnam,Energy,2015,35237,165,8.538656467632313,292,Low,777.0887831715933
Kakinada,Energy,2022,7327,300,3.460392277377732,295,High,733.3811768321332
Vijayawada,Agriculture,2014,33239,590,-4.057234243,244,Medium,177.06231796561173
Nellore,Manufacturing,2015,13755,674,0.1767461685144207,148,Medium,374.19126917578717
Kakinada,Healthcare,2015,16117,954,9.123632451647236,495,High,586.0394535887147
Visakhapatnam,Manufacturing,2023,,914,9.868272056578647,135,Medium,846.1960065971289
Kakinada,Manufacturing,2023,5693,323,-3.265692002,359,High,511.4518148
Guntur,Healthcare,2021,11251,889,18.009239923479452,239,Medium,1120.1021429197324
Guntur,Healthcare,2016,14983,228,2.1546992762566566,399,Low,655.9127143498652
Vijayawada,Energy,2019,11675,445,-4.868511189,461,Low,613.3351252079682
Guntur,Healthcare,2015,35722,883,4.446693536272136,480,Low,252.26430392528295
Kakinada,Energy,2017,19882,111,6.381152674878376,285,High,401.0830795
Kakinada,Technology,2019,43120,144,18.272742164503445,329,High,421.3127487
Guntur,Healthcare,2014,20502,655,2.9485574799239735,199,High,681.3130515
Visakhapatnam,Manufacturing,2017,8063,315,8.423097997980706,282,Medium,440.5327586936392
Vijayawada,Energy,2019,30145,161,1.2519368163929219,333,High,896.0156182743926
Guntur,Healthcare,2017,45788,557,11.501368526976925,403,High,976.0626226952614
Visakhapatnam,Agriculture,2018,30488,234,9.189586688570728,456,High,289.5036328512555
Nellore,Manufacturing,2019,26429,149,7.939653351074073,222,High,886.8300834931003
Nellore,Energy,2015,16300,610,0.8540916412853417,43,Medium,882.2099590118406
Guntur,Healthcare,2023,19610,306,15.234609776530906,276,Low,736.6179059161846
Guntur,Manufacturing,2022,9527,853,17.716121777980085,372,Medium,722.1185187661702
Kakinada,Agriculture,2018,39822,802,3.4233323865259635,101,Medium,983.4551257399382
Vijayawada,Energy,2015,43029,198,2.9336974704959093,499,Medium,706.8087209915819
Visakhapatnam,Healthcare,2019,,486,17.08376299796764,371,Low,209.02708817012274
Vijayawada,Healthcare,2016,34067,307,14.505040014904303,324,Low,617.5304728457562
Kakinada,Agriculture,2014,46411,589,-2.243013014,317,Low,526.7886533453835
Vijayawada,Technology,2015,37300,886,-2.892185244,120,Low,605.3752387342776
Kakinada,Manufacturing,2014,6518,224,4.637304439,111,Low,564.3875619
Guntur,Healthcare,2017,12642,494,8.728274884170741,434,Low,430.11767792780347
Kakinada,Agriculture,2014,20500,595,-5.952140132,234,Low,327.58476621260104
Nellore,Agriculture,2015,47564,506,8.41793312,231,High,351.59474158948325
Vijayawada,Energy,2014,21495,243,4.553319324983466,302,High,319.0645659597098
Guntur,Energy,2017,10160,374,-4.457471398,134,Medium,372.32905697282774
Vijayawada,Agriculture,2022,40616,760,-3.387372753,339,High,240.25596707432123
Vijayawada,Energy,2017,48529,93,-4.784100452,346,Low,472.55078658007784
Vijayawada,Technology,2021,27033,432,5.991197928079147,289,Low,664.8819750493019
Guntur,Energy,2023,,883,7.722553544764082,376,High,527.1901478002669
Visakhapatnam,Healthcare,2015,6535,120,14.214903688283648,453,Low,430.05788442594036
Vijayawada,Manufacturing,2018,5326,575,14.83969709641718,478,Medium,262.3282583043988
Vijayawada,Energy,2015,7243,198,-3.687270848,444,High,467.6992037209135
Nellore,Agriculture,2019,47615,587,-7.414623931,373,Low,257.4761575264166
Visakhapatnam,Agriculture,2021,47283,640,10.645278322727702,208,High,461.12978126545727
Nellore,Manufacturing,2017,39960,659,15.304073600297158,453,High,671.8538450259582
Nellore,Agriculture,2021,,694,-4.029447422,114,High,922.0356348930025
Vijayawada,Technology,2018,8361,409,11.510787729006584,459,Medium,806.0791218116369
Vijayawada,Healthcare,2020,2605,205,10.857357355010961,436,Medium,149.25758257777247
Nellore,Healthcare,2016,44944,462,1.5159211828493406,363,Low,731.0035558647639
Guntur,Agriculture,2021,23642,406,1.8203829752726062,124,Medium,904.3907548796068
Visakhapatnam,Energy,2015,48388,153,10.795520184120823,320,Low,522.5171458817049
Nellore,Energy,2021,12876,853,4.662480633139268,169,High,1034.770959800678
Guntur,Agriculture,2017,30161,329,-0.601916064,173,Low,495.01969615047307
Kakinada,Manufacturing,2021,13984,472,0.7983451315833685,225,Medium,744.7681890210735
Guntur,Technology,2015,6701,341,1.1248176122269875,431,Low,668.8356280576941
Nellore,Technology,2018,6980,364,7.774328116613445,442,High,199.29855434447293
Visakhapatnam,Healthcare,2015,7546,162,8.669336274876617,363,Low,403.04432476530013
Nellore,Manufacturing,2018,18135,567,4.021000486244915,276,Medium,871.7990727570086
Visakhapatnam,Technology,2018,28406,920,6.405281327,404,Low,775.9285882105545
Kakinada,Technology,2022,4505,78,13.27974166795503,434,Medium,649.3581985
Nellore,Energy,2020,12383,135,6.311663219220366,103,Low,448.5207453459475
Guntur,Energy,2023,,374,2.813465825,296,Medium,365.52236218553077
Guntur,Healthcare,2019,1131,652,-1.86573236,36,High,368.835425
Guntur,Agriculture,2023,19030,520,6.338756093696659,489,Medium,821.9615316872226
Visakhapatnam,Healthcare,2023,9924,950,3.248706035024094,153,Low,790.8627073327289
Visakhapatnam,Agriculture,2020,25894,490,2.1015568940626324,128,Medium,799.2976287809068
Vijayawada,Energy,2019,,841,3.895689676083599,224,Low,518.7627501758631
Vijayawada,Manufacturing,2015,2976,820,-0.563194043,37,Low,776.3818088434948
Nellore,Healthcare,2020,17496,422,15.267654643612559,390,Medium,594.4295026
Nellore,Agriculture,2018,24015,893,7.660237849201639,124,High,1037.4059239933706
Vijayawada,Manufacturing,2019,27110,280,3.887171886629597,53,Medium,149.88408128256287
Visakhapatnam,Agriculture,2015,29388,941,-7.265130711,137,Medium,438.63512001278804
Visakhapatnam,Energy,2020,41899,,13.832919703578881,327,Medium,375.31765032175093
Visakhapatnam,Healthcare,2021,18717,,19.409292803720373,272,Medium,616.5359344895962
Visakhapatnam,Healthcare,2016,46791,671,6.923897943940323,474,Medium,625.4593552038396
Nellore,Technology,2021,4159,383,-1.614786063,209,High,520.8153693804551
Visakhapatnam,Manufacturing,2023,46560,487,12.162201706403764,15,High,671.2299223101863
Visakhapatnam,Manufacturing,2020,1620,621,-4.816628986,47,High,839.0887339994338
Vijayawada,Energy,2021,49476,108,1.9086001848886855,455,Low,729.0612881996798
Visakhapatnam,Healthcare,2017,31312,,2.9555181093389553,54,Medium,790.3982493
Vijayawada,Technology,2014,9807,673,12.33515344428838,92,Medium,743.0155826800608
Guntur,Healthcare,2018,3396,884,1.8855407060391176,491,Low,193.6681798413858
Kakinada,Healthcare,2023,29647,328,1.1121967639959527,22,High,923.6480053859067
Vijayawada,Manufacturing,2020,23571,597,16.81744225268916,174,Medium,302.40013024855426
Nellore,Energy,2022,18940,147,0.4485965044059004,241,Medium,171.65943686147668
Guntur,Energy,2020,46772,416,17.86436340815512,104,High,922.3157517779252
Kakinada,Agriculture,2018,4649,650,-2.619595108,262,Medium,315.97263180008565
Visakhapatnam,Healthcare,2022,36502,91,14.458408729493616,219,Medium,154.15715194383918
Visakhapatnam,Healthcare,2019,31090,898,-1.626635392,187,High,208.39281418353758
Nellore,Energy,2020,49045,723,-4.049966306,333,Low,134.71874361044414
Nellore,Manufacturing,2019,5409,527,1.2097713608828906,420,Medium,639.3754950718528
Guntur,Energy,2019,24573,944,16.40856567,46,High,315.8968599029483
Visakhapatnam,Technology,2022,6974,613,7.321699470960379,195,Medium,896.8820177569871
Vijayawada,Healthcare,2016,2785,958,5.598734973562005,83,Low,197.63588104672402
Visakhapatnam,Technology,2021,29902,751,-2.391208117,60,Medium,598.0420270435856
Visakhapatnam,Manufacturing,2014,9173,962,19.331128329327193,300,High,553.9654545281276
Visakhapatnam,Manufacturing,2022,2699,584,8.688344213,194,Medium,644.7399302023608
Guntur,Healthcare,2018,5521,344,1.5054227967685758,53,Low,696.1786544208838
Kakinada,Healthcare,2020,5590,,-1.480267046,447,Medium,107.30919295063407
Kakinada,Technology,2016,21968,225,18.25613047287479,327,Medium,607.0762935639683
Kakinada,Agriculture,2018,37257,846,-2.589929278,453,High,807.0891983052894
Kakinada,Technology,2023,,539,-4.360212319,371,Low,845.4984556018705
Guntur,Healthcare,2015,41229,673,-2.666386888,282,Medium,385.0552162432656
Guntur,Healthcare,2019,43971,,16.81246955992258,421,High,863.1741647
Nellore,Healthcare,2020,45617,164,0.12129715410581632,223,High,435.19892733273355
Visakhapatnam,Technology,2019,29520,874,0.7825018269499235,141,High,430.83906596754235
Kakinada,Agriculture,2016,3509,674,-3.18085852,72,High,828.5610135768899
Vijayawada,Healthcare,2017,6797,347,-2.899631183,458,High,255.93827979521356
Visakhapatnam,Technology,2019,10673,956,-3.378346832,495,Medium,177.70300428163014
Kakinada,Agriculture,2021,49866,216,-8.371341649,160,Medium,688.9179020386338
Nellore,Agriculture,2021,20782,161,-9.873895904,145,Low,86.10302759454376
Nellore,Manufacturing,2016,6697,347,3.377970966995962,460,Medium,502.7215593
Vijayawada,Healthcare,2017,21599,308,2.9337186552457837,43,Medium,477.0358535
Vijayawada,Manufacturing,2023,29806,94,-1.379288383,422,High,519.7034689203167
Guntur,Technology,2018,23993,98,74.77825082208622,468,Low,879.3206714514112
Nellore,Technology,2017,3751,349,6.705077414320309,301,Low,1017.4007201759779
Vijayawada,Manufacturing,2021,48175,819,5.801628497621573,125,Low,459.5153373955207
Visakhapatnam,Technology,2014,31224,353,-4.214014426,185,Medium,653.1245290775038
Nellore,Manufacturing,2023,48415,589,3.325314369275155,72,High,229.58610163503067
Nellore,Healthcare,2015,17791,,-3.579879987,216,Medium,320.06006847072155
Guntur,Healthcare,2019,38473,547,0.47545219470819156,398,Medium,694.6007235050538
Kakinada,Agriculture,2021,3000,716,-4.09752025,234,High,567.6617550115988
Guntur,Technology,2023,4751,590,2.193755865141285,272,Medium,388.9431596043336
Vijayawada,Healthcare,2021,,445,16.358591276674197,109,High,350.79573118120015
Nellore,Manufacturing,2019,46050,453,-1.842365489,184,Medium,544.6540843348995
Guntur,Agriculture,2022,10103,302,6.454692811565984,453,Low,182.49317229092927
Guntur,Healthcare,2017,5460,,17.461118624782575,20,Medium,981.6733964481737
Guntur,Energy,2016,45438,388,8.624340769767244,409,Medium,391.4624421866969
Visakhapatnam,Healthcare,2021,6143,156,-0.301057057,208,Medium,398.53035099055694
Kakinada,Technology,2014,27943,288,-3.991356032,436,Low,100.50489462873048
Nellore,Technology,2018,25942,880,1.6905468864161408,20,Low,987.8768126
Nellore,Manufacturing,2017,44406,237,11.313525496617522,395,Medium,573.8130554269835
Guntur,Energy,2016,13468,,6.285868403,357,Medium,231.85213596991036
Guntur,Agriculture,2019,31613,285,-0.644981444,234,Medium,351.16180288510907
Nellore,Energy,2020,8120,966,0.6357617647912726,483,High,502.14145864788367
Visakhapatnam,Agriculture,2020,42555,240,14.096318355552143,141,Low,931.8311640533251
Nellore,Technology,2021,47998,100,17.02239508530707,198,Low,893.0223951
Kakinada,Energy,2014,38736,353,13.663414595350797,24,High,812.2318535215883
Nellore,Manufacturing,2019,19834,190,-0.813713487,473,Medium,290.4539443748195
Kakinada,Healthcare,2018,47157,221,7.138125670258773,93,High,719.7752577312718
Kakinada,Manufacturing,2021,,787,8.262670290102019,255,High,859.0272152
Guntur,Technology,2018,33557,818,12.563654323595305,464,Medium,203.7706923670096
Guntur,Manufacturing,2014,31865,674,-3.694086089,105,Low,530.1018597608327
Vijayawada,Technology,2019,8657,890,15.016447718127882,331,Low,258.64638469133814
Kakinada,Energy,2022,19379,79,17.821527050552703,142,Low,1012.0790063699367
Kakinada,Agriculture,2017,26089,552,13.129052255728766,335,High,465.4723684516228
Kakinada,Healthcare,2016,13812,781,-0.627880101,254,Medium,234.09625640874208
Kakinada,Energy,2017,11440,437,0.6009910831754413,141,Low,153.62633103347667
Visakhapatnam,Agriculture,2019,8083,422,0.40702234442470164,331,High,940.7176342934722
Visakhapatnam,Agriculture,2019,7905,592,0.014940875910326668,317,High,749.0884499853892
Guntur,Agriculture,2019,13616,880,-8.034766912,92,Low,504.29405117578847
Vijayawada,Technology,2021,10382,914,10.878781368436728,238,Low,626.4320617075117
Guntur,Technology,2014,26290,496,18.962322901468443,284,High,778.0531215912835
Kakinada,Agriculture,2015,43636,96,4.979973190430943,244,High,478.7807742628137
Guntur,Technology,2015,6078,813,12.673794956806152,192,High,832.037953
Kakinada,Manufacturing,2018,42500,888,1.6025513580252744,234,High,402.23065605926445
Visakhapatnam,Technology,2022,44800,657,-4.085617425,66,High,815.1574935167179
Guntur,Manufacturing,2019,31617,905,9.000063516,285,High,954.4505748195124
Vijayawada,Manufacturing,2020,27025,251,15.236908779768491,39,High,685.2446410372189
Visakhapatnam,Energy,2015,18778,731,15.006043576425117,97,Low,460.6941785436676
Guntur,Healthcare,2016,36091,897,1.444176890128042,208,Medium,778.9542667044485
Nellore,Manufacturing,2019,12410,344,0.5711171696489368,65,Medium,326.96464306359235
Visakhapatnam,Manufacturing,2022,22327,278,9.707426449431493,257,High,1016.9866455294195
Kakinada,Energy,2022,6208,324,10.28269413481474,294,Medium,1020.3159289967998
Kakinada,Healthcare,2019,22826,744,1.7846700823625312,236,Low,387.2779454127772
Vijayawada,Agriculture,2021,39313,102,3.581521733147003,95,Medium,997.6531521678099
Kakinada,Healthcare,2014,13300,410,9.049698627959566,73,High,753.1037643746342
Visakhapatnam,Energy,2014,33223,601,10.216075219770659,428,Medium,381.3986120708216
Nellore,Energy,2022,7157,484,15.964613344604206,183,Medium,587.2687285878844
Vijayawada,Manufacturing,2023,33742,678,0.072028385,226,Low,722.4883524472305
Nellore,Manufacturing,2018,2434,566,14.498659575032853,181,High,1016.062413194686
Vijayawada,Healthcare,2022,2977,575,0.3600979157656461,190,High,802.0705630156525
Visakhapatnam,Healthcare,2015,,304,17.08006794,87,Medium,201.92340654511125
Nellore,Technology,2020,8181,165,-3.255681235,312,Medium,782.628126
Kakinada,Healthcare,2016,11328,64,16.673317614238055,327,Medium,571.6709232731124
Visakhapatnam,Energy,2022,20592,668,16.39573796728875,266,High,646.5235296214888
Vijayawada,Agriculture,2014,36280,239,-2.781516938,32,High,374.35217451732285
Guntur,Technology,2016,5632,947,7.854637372898553,370,High,838.3834159213493
Kakinada,Technology,2019,41000,316,15.748915543655581,194,Low,437.7665731179516
Vijayawada,Agriculture,2018,49130,,5.176909765025384,287,Medium,154.26779381839648
Vijayawada,Energy,2015,31356,87,2.309982840596893,489,High,585.0096850713193
Kakinada,Technology,2020,46661,993,3.978829782586029,38,Medium,148.50977974107929
Nellore,Manufacturing,2023,8249,261,4.340382318580689,145,Low,898.3283978514957
Visakhapatnam,Healthcare,2022,22106,891,2.466396174226375,13,Medium,680.9755899
Nellore,Agriculture,2017,6520,827,10.96592622304323,471,High,221.6882098645675
Nellore,Healthcare,2022,36445,343,-4.776535561,353,Low,974.6164830264602
Guntur,Technology,2023,37659,266,15.919260756898314,253,High,658.3452336133495
Kakinada,Agriculture,2018,11694,593,-3.377876435,383,Medium,452.96919273787813
Nellore,Energy,2019,49382,,5.776854628912739,79,Low,551.7468369
Kakinada,Energy,2018,35129,382,18.50708367705596,238,Low,268.69705964635375
Guntur,Technology,2015,14331,980,6.959030059479527,337,Medium,902.1984945828993
Guntur,Technology,2021,29812,158,10.581955237759699,130,High,693.7194892756603
Vijayawada,Manufacturing,2021,13497,807,7.471439623,437,Low,692.2945177581898
Kakinada,Healthcare,2015,13628,53,10.81468941197397,178,Low,493.7317853883462
Guntur,Healthcare,2023,6570,187,1.2463341813772333,347,High,118.33064491917543
Nellore,Manufacturing,2022,4498,391,-2.576109463,427,Medium,424.9274119983144
Guntur,Energy,2019,30008,848,1.8018539005853977,288,Low,947.2797210769642
Kakinada,Healthcare,2016,40306,577,15.027389410770361,158,Low,421.7080369
Kakinada,Manufacturing,2014,23528,57,5.989392733956722,284,Low,389.41395385835534
Kakinada,Healthcare,2017,42099,450,16.05923110672563,479,High,186.26653998026535
Visakhapatnam,Technology,2020,21030,816,3.387457954845706,465,Medium,628.6416569
Kakinada,Manufacturing,2022,27783,266,18.720006269907525,230,Medium,428.79521667795404
Guntur,Technology,2017,9146,525,15.847598771555631,322,Low,1005.1998935506671
Nellore,Agriculture,2014,36720,393,3.387736008677134,304,High,308.31380251410116
Nellore,Energy,2017,1385,501,18.43180263673173,112,Medium,566.3433312
Vijayawada,Technology,2014,11497,322,12.12569499692206,33,Low,721.0447379
Guntur,Agriculture,2016,,284,-4.501945379,484,Low,933.2144751226224
Visakhapatnam,Manufacturing,2022,38630,555,-3.838313851,487,Medium,967.6973581272607
Visakhapatnam,Agriculture,2019,41477,948,4.282873411424783,424,Low,550.6016399
Vijayawada,Energy,2022,6600,168,9.004137263632344,186,Medium,163.12695060290233
Nellore,Technology,2021,9787,920,-4.633766285,57,High,785.3693501769854
Vijayawada,Technology,2018,,101,18.611190800958138,151,High,431.7973027089677
Nellore,Healthcare,2017,13451,490,11.409402734996366,90,Medium,801.9060734014822
Vijayawada,Healthcare,2019,27107,794,9.244168655412404,394,Low,895.3986991239744
Kakinada,Agriculture,2019,17114,742,10.61664751294035,467,High,739.7755245460174
Nellore,Manufacturing,2021,11147,324,4.360339599285295,354,High,765.1275003016843
Kakinada,Technology,2014,16381,631,0.8976711105296094,110,Medium,755.6643047074418
Vijayawada,Energy,2017,1918,,1.295803972373795,77,Low,726.5737604145702
Visakhapatnam,Agriculture,2020,32194,565,0.166297897,442,High,336.93958311870506
Visakhapatnam,Manufacturing,2017,35283,337,0.7891869569731771,409,Medium,991.6595600449996
Vijayawada,Technology,2023,,210,4.946603255,101,Low,528.3878668354052
Vijayawada,Manufacturing,2020,,921,6.027762874808294,442,High,279.5156960769844
Visakhapatnam,Agriculture,2020,2396,223,-4.764005648,51,Low,525.3762674053959
Kakinada,Energy,2017,20475,762,-3.587406982,95,Low,424.66395879899255
Nellore,Healthcare,2023,17989,601,8.698472607,450,Medium,880.2778203710628
Vijayawada,Healthcare,2015,47721,109,-1.929493798,82,High,512.8968517600247
Kakinada,Healthcare,2016,2591,148,13.038211777211536,85,High,696.2965534302731
Guntur,Manufacturing,2017,1654,194,7.321750821194733,170,Medium,257.2041965931178
Visakhapatnam,Manufacturing,2015,8350,898,10.39674463900772,485,Medium,829.3627668582893
Visakhapatnam,Technology,2023,12048,217,7.104738550504429,281,Medium,942.4172826545946
Nellore,Agriculture,2019,46863,870,-9.224279843,429,High,360.74876536818425
Visakhapatnam,Technology,2018,47381,822,11.43813319588821,82,Low,530.0214548702011
Vijayawada,Manufacturing,2019,44307,741,10.339211758803263,245,Low,1072.6135591327322
Nellore,Manufacturing,2016,38682,368,4.428103796829182,43,Low,863.2954219723314
Visakhapatnam,Manufacturing,2023,18697,303,5.046487713062138,455,Medium,570.2908577705783
Vijayawada,Technology,2020,,356,16.258641536671657,133,Low,763.8807639
Visakhapatnam,Technology,2019,4968,67,8.30130651,412,Low,922.5618753614187
Visakhapatnam,Manufacturing,2019,,852,17.552646615061512,346,Medium,533.5485491603241
Kakinada,Agriculture,2020,,,-1.287491451,499,Medium,713.2876363707394
Kakinada,Energy,2019,12041,427,12.709738460910689,177,High,243.27058322808864
Visakhapatnam,Energy,2020,38309,448,6.956259717291456,361,Medium,147.16404353346573
Guntur,Healthcare,2016,44976,582,8.279494440832416,102,Medium,236.18665764564466
Guntur,Healthcare,2016,29602,319,6.576755435993244,195,Low,200.97984984081845
Kakinada,Healthcare,2018,16075,749,14.907107605583764,158,Low,650.6542359658224
Vijayawada,Agriculture,2018,38034,379,3.6584523991498763,177,Low,1005.865534592778
Vijayawada,Energy,2022,14461,944,3.980416291349144,118,Low,881.5751298
Kakinada,Technology,2016,40347,370,-1.119672372,366,Medium,813.8572122238822
Nellore,Agriculture,2023,14077,880,13.676480592715432,335,Medium,1031.3530292158957
Vijayawada,Technology,2017,44154,563,0.015885065382200025,78,High,966.0223582295255
Visakhapatnam,Agriculture,2018,35567,365,-6.33779744,432,Medium,679.8670393458121
Guntur,Agriculture,2016,35226,228,-3.904006529,471,Low,766.0988651147807
Vijayawada,Healthcare,2016,36249,239,-1.72543767,344,Medium,359.87620396829533
Vijayawada,Healthcare,2014,41396,614,8.475981923602298,20,Medium,544.0425290109181
Nellore,Technology,2023,12224,150,7.917652038484617,286,High,331.8764780577269
Kakinada,Energy,2017,27607,186,10.48434821593494,142,Medium,589.5008877
Guntur,Energy,2023,47219,314,-3.486832441,129,Low,471.05134613522165
Vijayawada,Technology,2019,31079,531,6.755878088399847,481,Low,917.8737126494032
Visakhapatnam,Agriculture,2020,46232,795,0.2568719792823586,198,High,217.04213223529476
Kakinada,Healthcare,2015,31870,633,1.519812055491517,358,High,275.6204103112613
Vijayawada,Technology,2022,16503,188,16.80107954688735,223,Low,486.58602954814825
Kakinada,Manufacturing,2020,22905,,5.6995589931312445,192,Medium,305.979978
Kakinada,Healthcare,2014,27264,960,10.26073231698517,323,High,659.5030302430577
Visakhapatnam,Agriculture,2016,13327,983,-5.827769026,56,High,547.7130304791021
Kakinada,Manufacturing,2022,18114,905,14.461225569752894,482,Low,644.8740914062637
